tweet,clean_tweet,label,label_id
mkasih aji selamat ulang tahun,mkasih aji selamat ulang tahun,happy,3
ni wasit kemarin kepemimpinan nya bagus sekarang apan!,ini wasit kemarin kepemimpinan nya bagus sekarang apan,anger,0
enak sekali apalagi belin w baksonya :d makan bakso yang pedas sangat enak kali ya,enak sekali apalagi belin saya baksonya d makan bakso yang pedas sangat enak kali ya,happy,3
wkwk oke baiklah :D,oke baiklah d,happy,3
oh yang sabar ya:) video anime2 saya ran :'( banyak sangat yang ke apus :'( :'( :'(,oh yang sabar ya video anime saya ran banyak sangat yang ke apus,sadness,6
salah saya apa ya hm-_-,salah saya apa ya hm,sadness,6
sakit memang melepas orang yang kita sayang namun jangan salah jauh lebih sakit kalau kita bertahan dengan orang yang salah ouw! </3,sakit memang melepas orang yang kita sayang namun jangan salah jauh lebih sakit kalau kita bertahan dengan orang yang salah ouw,sadness,6
yaelah cuma beb2an saja lagi kalau cowok saya beb2an tapi saya tahu itu cuma temenan saya coba ngerti kenapa sih kamu dendam sangat sama saya,yaelah cuma beb an saja lagi kalau cowok saya beb an tapi saya tahu itu cuma temenan saya coba ngerti kenapa sih kamu dendam sangat sama saya,anger,0
sekarang mah belum bisa nyengir masih stay sama emot itu memang kenapa sih kalau suatu sat us kaya tidak-happy begitu suatu sat saya bahagia :(,sekarang mah belum bisa nyengir masih stay sama emot itu memang kenapa sih kalau suatu sat us kaya tidak happy begitu suatu sat saya bahagia,sadness,6
hehe iya masih sakit fir -_-,iya masih sakit fir,sadness,6
ngotak ! tidak-usah pakai emosi :) egois bngst !,ngotak tidak usah pakai emosi egois bngst,anger,0
nungu bis hahaha tidak-enak :( tol kebon jeruk - tomang),nungu bis tidak enak tol kebon jeruk tomang,sadness,6
haha makanya jujur ay jangan bohong haha jangan satu ! : bohong di jual lagi hayo,makanya jujur ay jangan bohong jangan satu bohong di jual lagi hayo,anger,0
lawan saya mah pasti menang saya nya ta tidak-enak :p,lawan saya mah pasti menang saya nya ta tidak enak p,happy,3
makan salah tidak-makan juga lebih salah maunya apa sih nih tengorokan -_-,makan salah tidak makan juga lebih salah maunya apa sih nih tengorokan,sadness,6
teman kamu yang sudah nusuk kamu dari blkang malah dialem2 seandainya mulut saya bocor sudah bertengkar kali kamu ber2 sayngnya saya gabakat ngadu2an -_-,teman kamu yang sudah nusuk kamu dari blkang malah dialem seandainya mulut saya bocor sudah bertengkar kali kamu ber sayngnya saya gabakat ngadu an,anger,0
dunia ini memang keras kalau menghadapinya dengan lembek ya tidak-usah hidup !,dunia ini memang keras kalau menghadapinya dengan lembek ya tidak usah hidup,anger,0
jauh dalam hati saya cemburu dengan kedekatan kamu sama dia that's great! kep positive thinking!,jauh dalam hati saya cemburu dengan kedekatan kamu sama dia that s great kep positive thinking,sadness,6
sifat kamu itu buruk banget!,sifat kamu itu buruk sekali,anger,0
hapy weding sri & rori menjadi keluarga kecil di dalam tuhan god bles us!,hapy weding sri rori menjadi keluarga kecil di dalam tuhan god bles us,happy,3
iya kamu orangnya egois,iya kamu orangnya egois,anger,0
kamu kalau jadi cewek jan kepo kenapa ah ! dweilah apansi ha apan o cukup,kamu kalau jadi cewek jan ingin tahu kenapa ah dweilah apansi apan o cukup,anger,0
percuma balik jakarta bilang juga tidak-ada yang mengajak main! pas di jogja saja banyak yang ajak main pas saya disini mana bacot kamu doang!,percuma balik jakarta bilang juga tidak ada yang mengajak main pas di jogja saja banyak yang ajak main pas saya disini mana bacot kamu saja,anger,0
gagal aniv yaks sabar yaw jangan galau,gagal aniv yaks sabar ya jangan galau,sadness,6
tft nur indah wkwkwk menyenangkan (y) :d,tft nur indah menyenangkan y d,happy,3
enak dong enak tuh p hapy lunch late,enak dong enak tuh p hapy lunch late,happy,3
hanya kamu yang bisa membuat aku jadi tergila membuat aku jatuh cinta karena tak ada yang lain sepertimu,hanya kamu yang bisa membuat saya jadi tergila membuat saya jatuh cinta karena tak ada yang lain sepertimu,love,5
yang penting tidak-ngejer2 cowok orang yeh padahal sudah jls ditolak mentah2,yang penting tidak ngejer cowok orang yeh padahal sudah jls ditolak mentah,anger,0
okok yung eciye sepertinya mau curhat sms saja yaw wahaha tragedi apa ini serius amat sepertinya,okok yung eciye sepertinya mau curhat sms saja ya wahaha tragedi apa ini serius amat sepertinya,happy,3
tidak-enak sangat badanya ingin pulang tapi kerjan masih banyak ya ,tidak enak sangat badanya ingin pulang tapi kerjan masih banyak ya,sadness,6
umur 9thn omongan kaya tante2 45thn -_-gue lebih suka sama bocah sd yang masih culun dan polos,umur tahun omongan kaya tante tahun saya lebih suka sama bocah sd yang masih culun dan polos,sadness,6
pusing guweh,pusing guweh,sadness,6
rekaman hancur sudah si otak jongkok sok pintar,rekaman hancur sudah si otak jongkok sok pintar,anger,0
di komix saja haha iya nih hahaha :d batuk bu aji aha uhuk :d sepi tanpa kamu :(,di komix saja iya nih d batuk bu aji aha uhuk d sepi tanpa kamu,sadness,6
niruin sistem sekolah lain tidak-kreatif amat jadi sekolah terlalu norak sih ya apa2 selalu pakai ungulan baru ngeliat ungulan ya hahaha,niruin sistem sekolah lain tidak kreatif amat jadi sekolah terlalu norak sih ya apa selalu pakai ungulan baru ngeliat ungulan ya,anger,0
sepi kosong cem ati,sepi kosong cem ati,sadness,6
adoh mending belajar baca dolo deh sbelum coment stat orang () biar gx salah arti tuh haha malu loh asal coment tapi salah () wkawka,adoh mending belajar baca dolo deh sbelum coment stat orang biar tidak salah arti tuh malu loh asal coment tapi salah wkawka,anger,0
sakit tidak-sih bro kaya nya sakit deh,sakit tidak sih bro kaya nya sakit deh,sadness,6
bentar lagi padahal pakai macet segala,bentar lagi padahal pakai macet segala,anger,0
luka karena cintamu mengingatkanku pada kita,luka karena cintamu mengingatkanku pada kita,sadness,6
sudah lama sangat han pasti :') makasih banyak hanifa :,sudah lama sangat han pasti makasih banyak hanifa,happy,3
cihe zayn malik alay selamat ya wkwk iya pi memang jadi kaya anak punk (cont),cihe zayn malik alay selamat ya iya pi memang jadi kaya anak punk cont,happy,3
makasih homo haha iya hapy birthday ayu heheh sudah tua saja nih hehe,makasih homo iya hapy birthday ayu heheh sudah tua saja nih,happy,3
astagah! sifat humoris scorpio adalah sebuah topeng untuk menutupi semua luka hidupnya #kiscorp,astagah sifat humoris scorpio adalah sebuah topeng untuk menutupi semua luka hidupnya,sadness,6
thae pkn susah banget!,thae pkn susah sekali,anger,0
amin amin mba dew :) sudah lama sekali tidak-merasakan sensasi lahiran jadi tidak-tahu ini sudah sampai mana progresnya hehe,amin amin mba dew sudah lama sekali tidak merasakan sensasi lahiran jadi tidak tahu ini sudah sampai mana progresnya,happy,3
sejak kapan saya ngfolow dia dan semenjak kapan saya di folow back ini aneh,sejak kapan saya ngfolow dia dan semenjak kapan saya di folow back ini aneh,fear,2
ini bonbin memang sudah tidak-ke urus! payah! -_- tabrak pagar zebra di kb surabaya mati,ini bonbin memang sudah tidak ke urus payah tabrak pagar zebra di kb surabaya mati,anger,0
mereka sudah punya teman2 lama saya dilupakan argh,mereka sudah punya teman lama saya dilupakan argh,sadness,6
bikin orang kesal saja,bikin orang kesal saja,anger,0
mana ada maling ngaku penjara penuh badan gede hsil kan gede,mana ada maling ngaku penjara penuh badan gede hsil kan gede,anger,0
macet coy kementerian bumn),macet coy kementerian bumn,anger,0
tidak-ada bedanya parah,tidak ada bedanya parah,anger,0
kamu tuh suka munafik padahal sering liat aktivitas aku mirip gimana tapi tidak-pernah mau nyapa duluan :(,kamu tuh suka munafik padahal sering liat aktivitas saya mirip gimana tapi tidak pernah mau nyapa duluan,sadness,6
huh siap tanggal ulum!sunguh menyeramkan kenapa tidak-langsung naik kelas saja sih ribet amat mesti ada ulum -,huh siap tanggal ulum sunguh menyeramkan kenapa tidak langsung naik kelas saja sih ribet amat mesti ada ulum,fear,2
bigrt suatu sat saya akan jadikan kamu tempat sampah sama seperti kamu jadin saya tempat sampah!,bigrt suatu sat saya akan jadikan kamu tempat sampah sama seperti kamu jadin saya tempat sampah,anger,0
galau -> bingung mau ngpain tapi malas mau ngapain,galau bingung mau ngpain tapi malas mau ngapain,sadness,6
ampe kalah awas kamu ya,ampe kalah awas kamu ya,anger,0
malas sekali ya dinas malam orang tidur saya kerja sh sekali cuma pengen libur th huft (at rumah seni triplek),malas sekali ya dinas malam orang tidur saya kerja sh sekali cuma ingin libur th huft at rumah seni triplek,sadness,6
kasihan pasti nungu lama yah terus result'a apa,kasihan pasti nungu lama yah terus result a apa,sadness,6
lw kira odong2 bohong odong haha woy adi bawa krts,kamu kira odong bohong odong woy adi bawa krts,anger,0
ih wowo saya pemaf kok tapi maaf saya pendendam tidak-ush minta akun kalau bwat di delcon picik otak lo!,ih wowo saya pemaf kok tapi maaf saya pendendam tidak ush minta akun kalau bwat di delcon picik otak kamu,anger,0
pas mau tepar tiba ingat tugas b indo mtk ekonomi -_-,pas mau tepar tiba ingat tugas b indo mtk ekonomi,sadness,6
sore-sore nyomay enak nih hq indosat m2 grafiti building 2nd flor),sore sore nyomay enak nih hq indosat m grafiti building nd flor,happy,3
cinta sekali sih tapi sayang tuh ceweknya tidak-ngangep wkwk,cinta sekali sih tapi sayang tuh ceweknya tidak ngangep,sadness,6
jijik anat nak angkat call kau..jijik tau tak jijik...,jijik anat anak angkat call kamu jijik tahu tak jijik,anger,0
"[USERNAME] Kami muak atas ketidak pastian hukum di rezim ini, hukum itu memberikan keadilaan serta kepastian bukan ketidakpastian!",username kami muak atas ketidak pastian hukum di rezim ini hukum itu memberikan keadilaan serta kepastian bukan ketidakpastian,anger,0
"halah cewe jaman sekarang di-catcall dikit langsung nulis esai di IG story soal harrasment, dasar SJW Lah iyalah [URL]",halah cewek jaman sekarang di catcall sedikit langsung nulis esai di ig story soal harrasment dasar sjw lah iyalah url,anger,0
"Barulah disini dia keliatan nipunya , masa iya dia blg gini "" yaudah mbanya istri polisi kan? Sini cium, muah , (jijik bngt sumpah) . Kena bibirnya kan? Lagi sini. Muah"" Anjink -_-",barulah disini dia kelihatan nipunya masa iya dia bilang gini yaudah mbanya istri polisi kan sini cium muah jijik sangat sumpah kena bibirnya kan lagi sini muah anjink,anger,0
"sumpah gue jijik denger lagu aaaaaaa aisyah kujatuh cinta, syantik hari ini aku syantik, kita goyang dua jari. Aaah [URL]",sumpah saya jijik dengar lagu aa aisyah kujatuh cinta cantik hari ini saya cantik kita goyang dua jari aah url,anger,0
mantap tidak-bisa tolak itu sih maruk,mantap tidak bisa tolak itu sih maruk,anger,0
gregetan kalau nonton tv beritanya korupsi mele _,gregetan kalau nonton tv beritanya korupsi mele,anger,0
sudah ah jangan sedih katanya strong sel -adit,sudah ah jangan sedih katanya strong sel adit,sadness,6
hina saja aku terus! lama lama aku muak dengan keluarga ini!,hina saja saya terus lama lama saya muak dengan keluarga ini,anger,0
yang salah siapa masa yang ngalah harus saya !,yang salah siapa masa yang ngalah harus saya,anger,0
muak saya lihat tingkah kamu lama-lama ! mirip anak-anak begitu tingkah kamu ! masa kecil suram ya,muak saya lihat tingkah kamu lama lama mirip anak anak begitu tingkah kamu masa kecil suram ya,anger,0
[USERNAME] [USERNAME] [USERNAME] Bodo amat Bonek The Jak gak bisa akur kalo modelannya mereka begituan. Jijik kalo harus satu mindset sm mereka. Goblok permanen,username username username bodo amat bonek the jak tidak bisa akur kalau modelannya mereka begituan jijik kalau harus satu mindset sama mereka goblok permanen,anger,0
bicara asal ngejiplak saja sok tahu sangat sih  (at sos wisma slipi lt 7),bicara asal ngejiplak saja sok tahu sangat sih at sos wisma slipi lt,anger,0
minum obat kamu jangan sampai sakit ye awas saja kalau besok tidak-masuk,minum obat kamu jangan sampai sakit ye awas saja kalau besok tidak masuk,fear,2
agak lelah nih :'(,agak lelah nih,sadness,6
pengen di pijit sekali rasanya sakit semua kaki ini :(,ingin di pijit sekali rasanya sakit semua kaki ini,sadness,6
sesak sekali tidak-sih kalau pacar direbut teman sendiri yang direbut tidak-punya otak yang ngerebut tidak-tahu malu,sesak sekali tidak sih kalau pacar direbut teman sendiri yang direbut tidak punya otak yang ngerebut tidak tahu malu,sadness,6
boarding pas dan ternyata delay menit -_- terminal w/ others),boarding pas dan ternyata delay menit terminal saya others,sadness,6
dalam hati aku menanti kuserahkan hati sebagai tanda ketulusan cinta,dalam hati saya menanti kuserahkan hati sebagai tanda ketulusan cinta,love,5
saya lelah saya bosan saya jenuh,saya lelah saya bosan saya jenuh,sadness,6
:( muka cemberut dont be sad baby,muka cemberut dont be sad baby,sadness,6
cayo! go go! hahaha tidak-semangat sangat :( a jenuh gila belajar sendiri di kamar -_-,cayo go go tidak semangat sangat a jenuh gila belajar sendiri di kamar,sadness,6
sudah panas perih gatal yampun parah sangat sih :'(,sudah panas perih gatal yampun parah sangat sih,sadness,6
aduh mentang2 cantik jadi kamu bisa nilai kekurangan orang senaknya begitu ya jangan sombong mbak cantikmu itu milik tuhan,aduh mentang cantik jadi kamu bisa nilai kekurangan orang senaknya begitu ya jangan sombong mbak cantikmu itu milik tuhan,anger,0
"Walau Ramadhan menyebarkan energi kebaikan harus lebih semangat dibandingkan sebelumnya, terima kasih untuk PLN BATAM. [URL]",walau ramadhan menyebarkan energi kebaikan harus lebih semangat dibandingkan sebelumnya terima kasih untuk pln batam url,happy,3
selamat datang di ibs bulan depan kaka wakakakak,selamat datang di ibs bulan depan kakak wakakakak,happy,3
"Oma: Dokter Dika tolong pasangin gocar buat saya pulang ya *Downloadin aplikasi gojek, sampe oma dapet gocar dan pulang selamat sampai tujuan happily ever after*",oma dokter dika tolong pasangin gocar buat saya pulang ya downloadin aplikasi gojek sampai oma dapat gocar dan pulang selamat sampai tujuan happily ever after,happy,3
Kasarnya dia bilang kalo pake lg dengerin musik yg kluar slalu musiknya Shinhwa. Bikin pengen joget wkwk xD. Itu namanya autoreaction sih xD [URL],kasarnya dia bilang kalau pakai lagi dengerin musik yang keluar selalu musiknya shinhwa bikin ingin joget xd itu namanya autoreaction sih xd url,happy,3
Kenapa Perhelatan Asian Games yg akan digelar Agustus 2018 nanti kurang menggema??.. karena Para Netizen sedang khusuk main Tagar POLITIK. #SukseskanAsianGames2018,kenapa perhelatan asian games yang akan digelar agustus nanti kurang menggema karena para netizen sedang khusuk main tagar politik,anger,0
"[USERNAME] Dudeeee please she's better than penyanyi dangdut generasi2 sebelumnya yg ngumbar toket, paha, gosip kawin-cerai, dan lain lain Situ ngga ngeliat dia lg ngerubah image biduan di khalayak ramai? #timviavallen",username dudee please she s better than penyanyi dangdut generasi sebelumnya yang ngumbar toket paha gosip kawin cerai dan lain lain situ tidak ngeliat dia lagi ngerubah image biduan di khalayak ramai,anger,0
"Hai para penghujat KPOPers. Aku pikir musik itu selera, kaya makan mie instan, kamu suka mie sedap aku suka indomie. Aku suka korean, kalian suka pop, ada yg dandut, and more ~ simpel sekali ~ hanya masalah pilihan yg nyaman di telinga aja kok.",hai para penghujat kpopers saya pikir musik itu selera kaya makan mie instan kamu suka mie sedap saya suka indomie saya suka korean kalian suka pop ada yang dandut and more simpel sekali hanya masalah pilihan yang nyaman di telinga saja kok,anger,0
"Rokok itu candu, bukan berarti tidak bisa berhenti, karna nyatanya saya juga bisa berhenti dengan kesadaran penuh. Tapi sulit. Akan lebih mudah mencegah si calon perokok daripada menasehati si keras kepala yang terlanjur memuja dan menghamba pada asap rokok.",rokok itu candu bukan berarti tidak bisa berhenti karena nyatanya saya juga bisa berhenti dengan kesadaran penuh tapi sulit akan lebih mudah mencegah si calon perokok daripada menasehati si keras kepala yang terlanjur memuja dan menghamba pada asap rokok,fear,2
"Inilah salah satu sebab kenapa aku mending nggak usah punya anak. Cuma suka anak kecil selama masih lucu aja. Ya tapi kalo dikasih makan, anak kecil pasti jadi anak besar kan ya...",inilah salah satu sebab kenapa saya mending tidak usah punya anak cuma suka anak kecil selama masih lucu saja ya tapi kalau dikasih makan anak kecil pasti jadi anak besar kan ya,fear,2
"Alloh itu maha baik dan maha romantis. Kalo Dia bilang ""tunggu"" jangan lah memaksa, bersabarlah, tawakkal sama Alloh. Ketika Alloh berkehendak semua terasa bikin merinding saking romantisnya..",alloh itu maha baik dan maha romantis kalau dia bilang tunggu jangan lah memaksa bersabarlah tawakkal sama alloh ketika alloh berkehendak semua terasa bikin merinding saking romantisnya,love,5
"[USERNAME] Rumah adalah tempat dimana segala rasa rindu berpulang, tentang raga yang merindukan pelukan, tentang kasih yang merindukan sayang, tentang rindu yang ingin terpecahkan. Sejauh apapun kaki melangkah ada rumah yang selalu menanti kepulangan",username rumah adalah tempat dimana segala rasa rindu berpulang tentang raga yang merindukan pelukan tentang kasih yang merindukan sayang tentang rindu yang ingin terpecahkan sejauh apapun kaki melangkah ada rumah yang selalu menanti kepulangan,love,5
"Apa persamaan antara jomblo dan puasa? Yap, benar. Sama-sama sabar menahan diri dan menunggu kenikmatan yang hakiki. Percaya bahwa kebahagiaan itu akan tiba pada waktunya... Semangat menunggu berbuka #SemangatPuasa",apa persamaan antara jomblo dan puasa ya benar sama sama sabar menahan diri dan menunggu kenikmatan yang hakiki percaya bahwa kebahagiaan itu akan tiba pada waktunya semangat menunggu berbuka,happy,3
Belajar jadi oposisi dimana partai ini... kok nyinyir dan provokatif sekali. Ini tanda juga tidak mampu jadi oposisi yg baik. [URL],belajar jadi oposisi dimana partai ini kok nyinyir dan provokatif sekali ini tanda juga tidak mampu jadi oposisi yang baik url,anger,0
Lepas dari krim dokter alias krim klinik dan alhamdulilah tidak terjadi iritasi atau apapun yang tyda diinginkannn Yg penting kalo mau out pake sunscreen bep,lepas dari krim dokter alias krim klinik dan alhamdulilah tidak terjadi iritasi atau apapun yang tyda diinginkann yang penting kalau mau out pakai sunscreen bep,happy,3
"Alhamdulillah wa syukurillah, puji syukur ke hadirat Allah SWT atas limpahan rahmat dan hidayah-Nya kita masih diberikan waktu dan kesempatan untuk berbagi bersama teman2 yatim piatu di bulan Ramadhan dalam acara #MisezbogorOnRamadhan yang berlangsung pada hari minggu kemarin. [URL]",alhamdulillah saya syukurillah puji syukur ke hadirat allah swt atas limpahan rahmat dan hidayah nya kita masih diberikan waktu dan kesempatan untuk berbagi bersama teman yatim piatu di bulan ramadhan dalam acara yang berlangsung pada hari minggu kemarin url,happy,3
"Tuhan tidak memberi kita hati dan mulut untuk mengeluh dan mengomel, malainkan Ia mengajari kita untuk Bersyukur melalui hati dan mulut kita. Selamat siang sahabatku.",tuhan tidak memberi kita hati dan mulut untuk mengeluh dan mengomel malainkan ia mengajari kita untuk bersyukur melalui hati dan mulut kita selamat siang sahabatku,happy,3
belajar agama yg tuntas jd nga ngarang dalam hidup. Isa saja disebut2 dialquran trus lu mau jelek2in Isa?? Bisa baca alquran ga? [URL],belajar agama yang tuntas jadi nga ngarang dalam hidup isa saja disebut dialquran terus kamu mau jelek in isa bisa baca alquran tidak url,anger,0
"Enggak perlu banyak berandai-andai, hidup didunia real, enggak seperti di film ""Radit and Jani"". Gunakan pola pikir yang logis2 aja sekarang sih.",tidak perlu banyak berandai andai hidup didunia real tidak seperti di film radit and jani gunakan pola pikir yang logis saja sekarang sih,anger,0
Kalau ada yang paling saya inginkan dari seseorang yang saya sayang adalah waktu dan juga kesabaran. Saya tidak begitu peduli soal sebanyak apa dia bisa memberikan materi juga janjibila dia tidak bisa menyediakan waktu dan tidak mampu menghadapi kelemahan saya. -falafu-,kalau ada yang paling saya inginkan dari seseorang yang saya sayang adalah waktu dan juga kesabaran saya tidak begitu peduli soal sebanyak apa dia bisa memberikan materi juga janjibila dia tidak bisa menyediakan waktu dan tidak mampu menghadapi kelemahan saya falafu,love,5
"pas buka pengem banget makan yg beda, udh niat mau makan mie aceh or nasi bebek, pas jalan ga tau nya malah k BBS makan nasi ma pindang n urab. kadang nafsu mengalahkan ekonomi",pas buka pengem sekali makan yang beda sudah niat mau makan mie aceh or nasi bebek pas jalan tidak tahu nya malah k bbs makan nasi ma pindang n urab kadang nafsu mengalahkan ekonomi,sadness,6
"sy sbagai pribadi Katolik bangga punya Yesus dlam hidup sy. Sbesar apapun msalah hidup, Dia tdk prnh tingglkan sy. Trima lasih Yesus, atas tntangan yg Engkau brikan! [URL]",saya sbagai pribadi katolik bangga punya yesus dlam hidup saya sbesar apapun msalah hidup dia tidak pernah tingglkan saya trima lasih yesus atas tntangan yang engkau brikan url,happy,3
yang paling ditunggu selama ini ya bukber SD SMP. temen yang bener bener seru bener bener asik dan bener bener yang lain. SMA ga se greget itu kecuali anak PASTI wkwkwk fix secepat kilat dan no bacod mandiri. kalo ikut ya bilang ngga ya bilang. bnr bnr oke ,yang paling ditunggu selama ini ya bukber sd smp teman yang benar benar seru benar benar asik dan benar benar yang lain sma tidak se greget itu kecuali anak pasti fix secepat kilat dan no bacod mandiri kalau ikut ya bilang tidak ya bilang benar benar oke,happy,3
"Baru kali ini nemu temen mau buka bisnis yg sama, trs mau nyontek tapi dia ijin dulu kalo mau plagiat....cuy masio aku gaisok gambar blas tapi ngerti susahnya cari ide buat desain, bayar mahal ke orang. Laah diaa seenak jidatnya nyontek ",baru kali ini temu teman mau buka bisnis yang sama terus mau nyontek tapi dia ijin dulu kalau mau plagiat cuy masio saya gaisok gambar blas tapi ngerti susahnya cari ide buat desain bayar mahal ke orang laah diaa seenak jidatnya nyontek,anger,0
"Saya tanya serius ya, bila [USERNAME] ngumbar ngember nama debitur ke media, bukankah melanggar PBI [USERNAME] kerahasiaan nasabah? [URL]",saya tanya serius ya bila username ngumbar ngember nama debitur ke media bukankah melanggar pbi username kerahasiaan nasabah url,anger,0
"Salah satu momen yg d tunggu saat bulan puasa yaitu bukber.. Karna aku slalu ingat dgn pepatah jawa ""witing tresno jalaran soko kuliner"" yg artinya ""cinta datang karna makanan yg d bayarin"" #PetuahPuasa",salah satu momen yang d tunggu saat bulan puasa yaitu bukber karena saya selalu ingat dengan pepatah jawa witing tresno jalaran soko kuliner yang artinya cinta datang karena makanan yang d bayarin,happy,3
Akhir akhir ini sering nntn 86 kok makin seru ya...finally gw mikir trnyata serunya ya krna waktu proses pnangkapan berbagai kilah yg dikeluarka sama tersangk itu ya konyol2 semua kwkwkwk,akhir akhir ini sering menonton kok makin seru ya finally saya mikir ternyata serunya ya karena waktu proses pnangkapan berbagai kilah yang dikeluarka sama tersangk itu ya konyol semua kwkwkwk,happy,3
"Sudahlah tak usah pajang hadist atau ayat Allah untuk pembenaran. Karena jika kita niat baik sama sama, takkan ada jual ayat dan hadist demi pembenaran sepihak.",sudahlah tak usah pajang hadist atau ayat allah untuk pembenaran karena jika kita niat baik sama sama takkan ada jual ayat dan hadist demi pembenaran sepihak,anger,0
"Hati yg sakit dan merasa tersakiti oleh perbuatan oranglain, sesungguhnya sedang tersakiti oleh diri sendiri. Hanya karena besar marahnya, besar egonya, maka besar kecendrungan untuk menyalahkan orang lain",hati yang sakit dan merasa tersakiti oleh perbuatan oranglain sesungguhnya sedang tersakiti oleh diri sendiri hanya karena besar marahnya besar egonya maka besar kecendrungan untuk menyalahkan orang lain,sadness,6
Oke. Mau cerita. Banyak. Euh. Jadi tadi barusan banget abis nonton film lima. Gratis. Aku lupa sponsornya siapa perempuan gerakan apa gitu. Kebetulan temenku punya 150 tiket gratis yang dibagiin di kota Bandung. Wey keren kan ya temenku,oke mau cerita banyak euh jadi tadi barusan sekali abis nonton film lima gratis saya lupa sponsornya siapa perempuan gerakan apa begitu kebetulan temenku punya tiket gratis yang dibagiin di kota bandung wey keren kan ya temenku,happy,3
Jika kau suatu saat besar nanti mungkin kau akan lbh mengerti tp untuk skrng kau hanya cukup menjadi pendengar yg baik saja. Aku dan ibu mu sudh hampir 3 thn tak bertegur sapa. Alasannya krn keegoisanku yg membuat hub kami semakin menjauh. Aku adalah seseorang yg sngt egois.,jika kamu suatu saat besar nanti mungkin kamu akan lebih mengerti tapi untuk sekarang kamu hanya cukup menjadi pendengar yang baik saja saya dan ibu mu sudah hampir tahun tak bertegur sapa alasannya karena keegoisanku yang membuat hub kami semakin menjauh saya adalah seseorang yang sangat egois,sadness,6
"Perang itu sama teroris bukan bela teroris. Perang itu sama dakwah2 Radikal bukan bela Radikal. Bacot doang gede, masih ingat kunjungan diusir nyali lu seperti ayam sayur. Sok ngomong perang??? [URL]",perang itu sama teroris bukan bela teroris perang itu sama dakwah radikal bukan bela radikal bacot saja gede masih ingat kunjungan diusir nyali kamu seperti ayam sayur sok bicara perang url,anger,0
"Jadi lokasinya tepat di tengah segara anakan yang tertutup mangrove, kalo siang sekolahnya kerendem air laut yang naik, jadi anak-anak sekolah biasanya pulang copot sepatu mereka. Miris ngeliatnya, sekaligus nampar diri gue pribadi [URL]",jadi lokasinya tepat di tengah segara anakan yang tertutup mangrove kalau siang sekolahnya kerendem air laut yang naik jadi anak anak sekolah biasanya pulang copot sepatu mereka miris ngeliatnya sekaligus nampar diri saya pribadi url,sadness,6
"Alhamdulillah.... Bahagia rasanya Ramadhan ini bisa menjembatani syeh2 dari Palestina untuk hadir di beberapa Masjid di Pelalawan pada Hari, Waktu dan Tempat yang berbeda..... [URL]",alhamdulillah bahagia rasanya ramadhan ini bisa menjembatani syeh dari palestina untuk hadir di beberapa masjid di pelalawan pada hari waktu dan tempat yang berbeda url,happy,3
"Seringkali kita luput menyadari, betapa banyaknya kita meminta cinta dri orang lain betapa bnyknya kita mminta perhatian dri orang lain, tapi betpa sedikitnya kita memberi cinta dan perhatian pda org lain #fiersabesari",seringkali kita luput menyadari betapa banyaknya kita meminta cinta dari orang lain betapa bnyknya kita mminta perhatian dari orang lain tapi betpa sedikitnya kita memberi cinta dan perhatian pda orang lain,love,5
[USERNAME] [USERNAME] [USERNAME] Ada 10 seri aslinya. Buku pertama Joe. Punya koleksi semuanya. Ceritanya Keren. Mbahnya Travel Blogger ini. Gara2 buku unit terinspirasi keliling Indonesia.,username username username ada seri aslinya buku pertama joe punya koleksi semuanya ceritanya keren mbahnya travel blogger ini gara buku unit terinspirasi keliling indonesia,happy,3
"Make sure sebelum ngatain orang lain jelek, you lebih kece. Make sure sebelum ngatain orang lain tolol, you lebih cerdas. Make sure sebelum ngatain orang lain drama, you bukan orang yang baperan.",pakai sure sebelum ngatain orang lain jelek you lebih kece pakai sure sebelum ngatain orang lain tolol you lebih cerdas pakai sure sebelum ngatain orang lain drama you bukan orang yang baperan,anger,0
"[USERNAME] Elaah. Serius amat blek. Org pinter gak pernah merasa pinter. Klo dia udah merasa, ya berarti kurang pinter. Tugas kita belajar. Supaya gak seperti doi.",username elaah serius amat blek orang pintar tidak pernah merasa pintar kalau dia sudah merasa ya berarti kurang pintar tugas kita belajar supaya tidak seperti doi,anger,0
"Alhamdulillah 'ala kulli haal, Jazakumullah ntk Pak Arief dan Pak Basyit atas bimbingan, arahan, coretan, revisi, omelan dsb selama 1 semester ini. Sehat selalu ya, pak. Tetaplah menginspirasi. #latepost",alhamdulillah ala kulli haal jazakumullah ntk pak arief dan pak basyit atas bimbingan arahan coretan revisi omelan dan sebagainya selama semester ini sehat selalu ya pak tetaplah menginspirasi,happy,3
"Subhanallah, tulisan perjalanan pak [USERNAME] ini luar biasa. My respect for you abah. Mosque of Laredo",subhanallah tulisan perjalanan pak username ini luar biasa my respect for you abah mosque of laredo,happy,3
[USERNAME] baru penumpang yamg mau naik ... kadang saya suka gemessssss mau turun mereka ini sudah berjubel dipintu .. iya sih mereka mencari nafkah .. tp jangan seperti ini biarkan kami para penumpang turun dulu . Trimakasih,username baru penumpang yamg mau naik kadang saya suka gemess mau turun mereka ini sudah berjubel dipintu iya sih mereka mencari nafkah tapi jangan seperti ini biarkan kami para penumpang turun dulu trimakasih,anger,0
