clean_tweet,label,label_id
saya ingin sekali curhat ke sahabat saya tapi saya selalu takut kalau suatu saat bakal di bocorin saya tidak pernah percaya kalau mau curhat rahasia ke sahabat atau orang terdekat,fear,2
username tabungan rencana bagus karena dipaksa jeleknya ada penalti kalau berhenti di tengah jalan bunganya tidak jauh beda sama deposito yang bisa dicopet sedikit di tengah jalan kalau butuh sekarang pun masih bayarin sekolah sekolah ibunya amme tapi,sadness,6
eh gimanasi rasanya dapat thr enak tidak semriwing begitu nga sik ceritain sedikit dong gimana rasanya selama hidup taon belum pernah dapat thr,sadness,6
banyak hal yang membuat ku khawatir didunia ini tapi kamulah yang paling saya khawatirkan,fear,2
terbege lagi adalah tadi sudah alarm jam setengah sudah keluar kamar buat bangunin teman eh temennya tidak bangun terus ke kamar lagi eh tidur bangun pas adzan subuh belum sahur oke syap,sadness,6
weh benar greget yang cacing gede sumpah jijik banhet,disgust,1
nah kalem begitu kan masih bisa diliat lebih baik tidak jijik sangat,disgust,1
beruntung sekali dia mau nerima kekurangan saya yang buanyak sangat pasrah kalau saya marah marah budak cinta perhatian bisa jadi support system baik loyal mudah sangat bikin saya senyum ato tertawa terus juga apa ya pokoknya bangga saja sama dia,joy,4
cari capung bareng teman pakai sapu dapat capung capungnya ditusukkan ke lidi lalu dibakar ramai ramai dan dimakan katanya bikin sehat,happy,3
hiliih liat tetangga masih saja itu until untilan kapan berakhirnya siih muak aing eeuy,disgust,1
ketemu narasumber nyebeli banyak kalau bisa tak blokir satu aatu narasumber yang maksa minta diliput ato sudah diliput tapi minta cepat ditayangin kita kan ada jadwal nya mas dan mbak,anger,0
amin amin mba dew sudah lama sekali tidak merasakan sensasi lahiran jadi tidak tahu ini sudah sampai mana progresnya,happy,3
jan sampai pak sungkana murka,fear,2
iih jijik,disgust,1
congrats for me walopun tidak aktif sangat tapi saya dedikasikan twitter ini karena bangtan banyak yang berubah dari waktu kamu waktu wow url,happy,3
saya punya teman yang dibela belain pinjam duwit ke kantor buat nyawer thr itu pinjam utang demi gengsi diantara keponakan paman tante dan saudara nya,sadness,6
saat ini lebih merasa ingin manfaatin waktu sebaik baiknya kalau masih bisa pulang tepat waktu ya pulang biar bisa buka di rumah barang keluarga karena moment ini priceless bgtt,happy,3
username hendaknya masing masing umat jangan sok lebih pintar masalah keyakinan iman kepercayaan tidak segampang ini bicara rohani karena itu ada di aliran darah hidup kita banyak membaca terus belajar sampai kiamat itu benar benar menjemput kita,anger,0
saya kesal berbicara sama anda,anger,0
allah suruh saya tinggal di sebuah kamar sepetak ruang remang remang yang harus kurahasiakan untuk mengawasiku tuhan taruh utusan berdiri di pojokan sepanjang zaman,sadness,6
liat boneka susan saja sudah ampun lha ini malah diajakin nonton film horror boneka sabrina,fear,2
mati lampu dirumah sudah ky kuat an tidak keluar kamar buat nyalakan saklar wq sumuk tapi aseli demi liga la familia yang tidak betah panas kudu turun nyalakan saklar gelap an,sadness,6
username username mending ngusut masalah teroris demi pertahanan dan perdamaian nkri etdah pak gausa bawa aparat hukum buat kepentingan politik situ kenapa btw sesekali nunjukin komentar yang pantes sebagai alumni ui pak biar tidak dipertanyakan khalayak,anger,0
sakit tidak sih bro kaya nya sakit deh,sadness,6
bulan x putus berapa lama memang kamu jadian dia labil sangat ki bentar marahan begitu deh,sadness,6
terimakasih saudara iku kalian telah menyadarkan kami bahwa kepulangan dari persinggahan ini tidaklah memilih di mana tempat dan kapan waktunya sebagaimana air mata tak pernah memilih tempat jatuhnya url,sadness,6
mau terbahak-bahak takut dosa,fear,2
selama tahun didlm duniaku oenuh dengan dirinya dan didlm dunianya oun mungkin penuh dengan diriku dunia kami berjalan sangat bahagia bagiku tapi mungkin monoton bagi ibumu saya tahu kadang ada masa saya sangat membosankan baginya dan dia sangat ingin pergi dariku saya tahu tanpa dia harus berkata,sadness,6
guten tag there is your unroll thread by selamat malam teman usai penat dan padat seharian bekerja saya ingin menemani dengan twit ringan have a good day,disgust,1
username bukaan tapi saya punya mirip semacam trust issue begitu takut diomongin sama teman deket takut kalau bicara a nanti malah salah dan saya bukan tipe orang yang gampang ceritain semua masalahku ke orang lain alias susah terbuka,fear,2
kalau sekarang sih sudah b saja di waro ya syukur tidak masabodo dikira hidup saya makan waro kali,joy,4
my reaction astagfirullah ini anak siapa ganteng sekali bgst suaranya juga bagus lagu nya juga bagus nada nya pas sangat ditelinga saya woee saya cinta sekali sama bts sumpah,love,5
kak sori nih bikin kamu cemas kamu sudah coba cek pesanan kamu di aplikasi shopee belum kan biasanya ada nih untuk pesanan kamu dan kamu juga sudah chat penjualnya belum biar mimin bantu boleh nih kamu infoin no pesanan kamu ya kak by dm saya saya tunggu fa,joy,4
di jual buat beli rubicon atau hummer baru lumayan buat aset dan modal nyapres atau beli tanah lagi yang luas buat katanya perjuangan gerakan jamaahnya cuma begitu begitu saja cari kerja sana sini atau malak thr sama orang cina hadeuh guwoblok,anger,0
seru sangat jadi manusia banyak berhubungan sama manusia yang lain seru sih seruu tapi kadang ngebingungin juga atau jadi tidak enak atau malah atau atau ya tapi mau gimana kelebihan ngontrol tidak baik lepas tangan tidak benar sembunyi apalagi yaudahh dijalanin one step at a time saja,fear,2
dan pas di jalan tiap waktu saya tengok ke belakang masih ada mobil mereka pas sudah sampai surabaya tbtb mobil mereka sudah tidak kelihatan saya takut sangat mereka kenapa,fear,2
ngantuk sekali demi mau merem takut kuliah onlen ke skip lagi,fear,2
muak bangets saya sama gayanya si bangsat ini sue kamu jok,anger,0
ju jihoon sadar tidak sih kalau dia tuh gantengnya kelewatan nangis saya seharian capai karena terpesona kegantengan doi definisi perfect face,surprise,7
suka saya berhasil bikin beberapa orang kenal everglow dan bahkan suka sama everglow duka dulu masih banyak orang yang tidak kenal everglow when i made a polling do you know everglow and some people answered no it breaks my heart for real,sadness,6
wkwkw kecewa saya sama diriku sendiri tadu sore bodo saya,anger,0
begitu diumumkan lulus mereka semua sujud syukur dan langsung mengambil bunga saat dia menghampiri langsung memeluk menciumku air mata tak kuasa kubendung mom this is my birthday present for kamu url,happy,3
assalam tak puas hati cukup depan jangan simpan,anger,0
username sudah begitu dari sananya hyung suka saling bully yugyeom kan memang usil ke semua tapi sayang sama hyung nya kalau saya suka di ganggu karena paling serius kayaknya yang lain kan masih ikutan lawak mungkin begitu hyung tidak tahu detailnya,happy,3
iya kamu orangnya egois,anger,0
kadang saya terasa sesuatu takut takut akan tidak memperoleh yang saya ingini takut akan kehilangan yang saya ada takut akan semuanya berubah sekelip mata,fear,2
senang saja rasanya digodain anak sambil ngebayangin dia qasidahan dengan syair yang dia tweet mirip iklan yang lagi viral itu url,happy,3
ingin rasanya saya mengulang seperti jaman kuliah ada teman username yang mengajak di hari terakhir tapi kalau kini sudah berbeda jarak dan setiap izinnya,sadness,6
tidak disemua tempat kita boleh melaksanakan sholat salah satunya di bangunan yang didirikan untuk kekafiran salah satunya gereja saya berlindung kepada allaah swt dari godaan setan yang terkutuk,fear,2
ini mba sekarang orang lagi hobi bongkar twitt lama saya kadang sampai takut speakup hanya karena kepikiran adakah twitt saya dulu brppun itu ada yang sempat nyinggung orang,fear,2
sudah diusahain cari orang dalam dianya malah sok tidak butuh anjinkk malah nggamau datang interview padahal orangnya sudah bela in mau interview di hari minggu ya ayah saya tambah murka lah,anger,0
memang benar yaa orang baik pasti sama yang baik jahat ya sama yang jahat tukang selingkuh ya sama yang tukang selingkuh juga terus nikah sama di selingkuhin jodoh itu cerminan diri makanya perbanyak ngaca,anger,0
ujung nya bukan soal kopi ato duit yang keluar tapi bagaimana cara kamu memperlakukan dan melayani konsumen ketika ada complain terhadap barang jasa yang dijual ingat itu yak haii mba barista username gancit,anger,0
berani bicara tidak gugup sama orang yang kamu suka jago,fear,2
baru pulang mama said jangan kebanyakan mikir kamu ya mama takut uwa tiba tiba pembuluh darah otaknya pecah sblmnya telepon ibunya kepalanya sakit dan pas ditemuin lagi kejang dikamar,fear,2
setuju daritadi sendernya kaya mengajak orang lain buat benci si mas,joy,4
benar benar mereka sedang menunggu murka gusti,anger,0
iya akubselalu puas dengan vodeomu,joy,4
beli dodol lipet yang bisa dibentuk saya paling suka bentung burung an yang bisa bunyi atau kalau lagi bosan dodolnya dikasih sagu terus jadi mirip rambut nenek sihir begitu lol,happy,3
dari pukul pm sampai am saya bukak facebook lepastu tengok bts cloy saya takut saya takleh move on je ini dengan hyun bin taste saya kat lelaki da berubah ke,fear,2
wah ngeri juga kali yah pemilik username mobil diam saja akinya bisa jatuh dan mobil langsung terbakar aduh terios mertua harus dicheck juga nih kalau gini takut terrbakar pas diparkir diam,fear,2
username itu bukan beda username tapi karena si username itu orang gila semua twitt yang mengomentari twitt anda pasti marah dan emosi karena dibuat oleh orang tidak waras jadi bukan anda beda tapi tidak waras,anger,0
masih ingat sekali dulu pas final kita pulang ngajinya dipercepat biar bisa nonton pertandingan final di tv abis sholat isya dulu kan tidak banyak re run amp,happy,3
tapi bahaya juga sih cal kalau begitu amit karena kepolosan si ibu sieun kan disuruh motong hayam malah motong sapi goreng bala bala ge teu bisa,anger,0
kalau pegang duit sepuluh juta juga jijik tidak sep,disgust,1
teman kamu yang sudah nusuk kamu dari blkang malah dialem seandainya mulut saya bocor sudah bertengkar kali kamu ber sayngnya saya gabakat ngadu an,anger,0
apapun yang terjadi saya tidak boleh menjadi seorang yang selalu bersedih kalau memang mungkin bukan dia yang menginginkan mu mungkin ada dia luar sna yang masih menginginkan mu,sadness,6
udara dingin tuh bisa saya nikmatin betul sebelum nikah sih kalau sudah kenal kawin mah maunya di rumah saja heran deh salam dari laki yang tidak kenal seks sebelum nikah pengembaraanku berhenti setelah kawin xiixixixi,surprise,7
username username ini baru yang katanya heboh bagaimana gaberner n wklnya bagaimana tuh kok tidak dibenerin memangnya zaman kolonial rusaklah negara eson,anger,0
selamat malam sayang jangan lupa ingatan lupakan mantan saja gimana jangan lupa nafas sambil sebut namaku juga boleh jangan lupa minum air putih karena me rasa sesekali juga menguras tenaga yang selamat malam,love,5
pas saya sudah punya pacar terus pergi nonton ke bioskop orang lain dih nontonnya sama pacar terus terus tidak mengajak nih lah situ kalau di ajak tidak pernah bisa ingin rasanya ku sentil amandelnya satu,anger,0
saya jatuh cinta pada ryan gosling sejak di the notebook mungkin itu kenapa saya tidak pernah bosan nonton ulang la la land sampai sekarang sudah lebih dari kali nonton la la land mata sayu senyum lembut gosling sekali url,love,5
username username jakarta kembali diacak begitulah kalau memilih pemimpin yang tidak punya kemampuan samasekali warga yang menanggung derita,anger,0
apa hebatnya mardani menurut saya oeang ini cuma besar mulut saja faktanya sampai saat ini belum menyebutkan capres lagipula kalau koalisinya hanya pks dan gerindra tidak mungkin lah yaow,anger,0
saya bikin charity free iftar in the hospital bareng teman alumni al azhar menganti gresik gerakan kasih menu buka puasa bt keluarga pasien di rumah sakit kita tambahin dengan senyum dan saling doain sesuai kewajiban kita sebagai muslim masih terima donasi ya rek username url,happy,3
username iya benar kak waktu setahun skip minum obat itu dia ikut saran keluarganya ke pengobatan alternatif dukun makanya malah tambah parah dan pas balik ke rs jiwa untuk berobat lagi baru ketahuan kalau dia kena skizo,sadness,6
kalau saya bilang sayang sama kamu tandanya saya bohong sama kamu kalau saya benar sayang saya pasti nikahin kamu makanya saya mau nikahin kamu,love,5
heran saya kenapa dari kemarin dimintain duwit terus,surprise,7
barusan telponan sama teman sd dan happy sekali dia mau kasih saya kesempatan untuk melakukan hal yang ingin saya lakuin sekali nget nget,happy,3
alhamdulillah pengalaman baru bersama teman teman peminatan psikometri terima kasih username puspendikbalitbang atas kepercayaannya kepada kami,happy,3
berserah pada maha esa paling tabah dan sabar selawat dan zikir banyak masa anak ambil result result a b buat sujud syukur depan orang ramai dia la yang akan buat ceramah bekas pelajar spm to calon spm yang akan datang,joy,4
tidak apa apa sendiri syarat untuk bahagia tak selalu harus berdua,joy,4
saya menyadari bahwa kadang kita sulit ikhlas ketika kita benar benar yakin kita seharusnya yang mendapatkannya kita benar benar sudah berusaha maksimal dan merasa lebih baik dari orang lain yang berhasil mendapatkannya,sadness,6
jangan rasa hina orang yang menghina itu lagi jijik dari kita yang dihina proof to that bitch,anger,0
kesal masuk swasta di rendahin terus sama manusia ptn,anger,0
username monggo di perbaiki krl jurusan bekasi cikarang bogor tanah abang memang seperti hutan siapa kuat dia yang menang cc username username username url,anger,0
a k a masih takut ke dokter gigi,fear,2
huwaa apakah saya harus bangga ini terimakasih miyeon,joy,4
saya kalau diginiin ko malah risih v kalau bukan sapa kalau pacar beda lagi,disgust,1
yang salah siapa masa yang ngalah harus saya,anger,0
username ya allah apa kok yang disalahin pres username mirip presiden kurang kerjaan ya gaes urusin sebuah foto hadweehh tapi apa penting to foto itu bukan jimat to,anger,0
kesal saya bacanya tapi kok senyum,anger,0
masih ada yang order dress ke saya walau tidak di posting di manapun bahkan akun shopee saja lagi diliburin tapi doi tetap mau order via dm ig pribadi boleh terharu tidak,happy,3
muka minder sabar nggih semeton saya juga ingin punya istri kok,sadness,6
ada saya yang ingin membuka lagi hatimu menghapus traumamu bahagia bersamamu mungkin masih ada drama tangis dan air mata mungkin juga duka namun percayalah semua itu hanya sementara kotak ini siap terbuka kotak berisi tawa juga canda dari beragam cerita url,love,5
username ya gimana ya lin coba deh mbok pikir saja kamu sbnre masih sayang sangat sama mantanmu terus dia juga sampai dtk ini masih memperlakukan kamu sama seperti pas dia masih jadi pacar mu kan jadi memupuk rasa lagi nek begitu,sadness,6
sudah waktunya memfokuskan niat kita serta dan meraih hati i cinta you sayangku dan mengizinkan getaran cinta itu untuk menghangatkan jiwa yang haus akan kasih dan sayang,love,5
tidak apa apa miss kami exols akan tetap nunggu kami pasti tahu susah payah nya buat datangin exo semagat miss fighting aeris ada lain waktu dan kita bakalam ketemu uri exo jangan bersedih lagi,happy,3
lagi di dalam kereta lihat keluar jendela kaca cuma kelihatan lihat lampu kota lgunya username the truth untold ini bikin baper maximal,sadness,6
kamu tahu saya sayang sama kamu dan rasa sayang saya ke kamu makin besar mungkin rasa sayang yang besar itu nantinya akan menyakiti satu sama lain tapi untuk saat ini saya benar benar sayang sama kamu sungguh username,love,5
baru dengerin dengan seksama lagu nge hits di tik tok aisyah jatuh cinta pada jamila benar begitu ets jan lupa dua jari dua jari empat jari,happy,3
saya tersinggung campur sedih terluka hatiku ambyarr cintaku saat pemimpinku memuja dirinya,anger,0
username username username username username username username username sampaikan juga informasi kegiatan dana desa jangan hanya kirim hastag dan mantion saja,anger,0
special thanks for you masih tetap menganggap ku sebagai adik tak pernah sekalipun menyakiti ku masih menghargai ku dengan apa yang ku lakukan,happy,3
sebenarnya sudah mulai kecewa sama pakdhe username semenjak ada kriminalisasi kpk awal pemerintahan beliau ditambah kasus novel baswedan yang tidak tuntas,anger,0
setelah nangis mewek tidak karuan gegara galau pulang apa tidak akhirnya saya mutusin tuk tidak pulang lagi kasihan emak dan ayah saya mudik mahal cooy,sadness,6
memang yang namanya yakin itu kadang bahaya kalau terlalu buru buru zarry hendrik,fear,2
jadi kukira laporan yang ditulis oleh bahkan institusi internasional tuh akan padat berisi tapi ternyata tidak juga ya coy isinya juga bisa ngaco dan tidak logis datanya bisa benar tapi tafsirnya tidak,sadness,6
username username bisa juga dengan sepatah awalan di depan kalimat makanya kan sudah saya bilang ngotot sih dikasih tahu pala batu sih et cetera,anger,0
benar tidak tersinggung juga jadinya,anger,0
hanya ada dua pilihan dalam cinta bahagia atau kecewa dan siapapun yang bermain dengan cinta harus siap merasakan keduanya,sadness,6
kalau pemerintah atau mungsuh pemerintah teliti mereka bisa periksa apa harapan mansyarakat sekarang ini karena ini dilontarkan secara eksplisit dan terbuka yaitu harapan pada te er,anger,0
nah itu yang saya tidak ngerti tapi saya bayangkan mungkin sulit juga melototi apbd dari gub lama oleh gub baru secara rinci untung saya bukan gubernurnya baik lama maupun yang baru url,fear,2
percaya kata lelaki itu terutama ketika saya ingin mati karena disiksa zaman tapi karena kematian tak kunjung tiba saya melupakannya tuhan menjauh dan saya pun menjauhinya saya tidak tahu apa iya masih penting sejak kulupa,sadness,6
rumah kita sendiri judulnya pas sih alhamdulillah even tak semewah istana gubuk kecil ini dibeli atas jerih payah sendiri suka sedih sih karena mama tidak sempat lihat anak nya mampu beli dulu mama yang,sadness,6
um thanks for username yang nayangin teleseries jejak suara adzan jatuh cinta sama trailer dan episode pertama ditambah pemeran dimas my favorite actor,love,5
syukur teh harinya baik pula untuk hari ini malah banyak waktu luang sehingga tidur terus heheheh,joy,4
pencitraan tapi presiden kesayangan tuhan mau bisa apa apapun yang dia kerjakan walau bohong sekalipun tetap di sayang tuhan manusia bisa apa kasus esmka saja terlihat jelas bohong tetap saja tuhan tak murka,anger,0
heran si orang stres begitu masih berkeliarab d salemba minggu yang lalu juga abis pukul anak cowok juga kaya begitu mana ada yang mau betah d salemba tapi memang si rt rw lebih cepat nanggepin keluhan warganya,fear,2
janji jiwa sek mungkin wkw ya kita tidak tahu kan ada yang tersinggung tidak kalau kasih,anger,0
paling kesal sama orang kalau lagi duduk lesehan begitu padahal masih lega tapi dia lebih pilih deketin kita terus niban dengkul kita sama dengkul dia url,anger,0
saya kecewa atau kita dipaksa golput presiden ri kok takut sama fpi username username username username,anger,0
sumpah saya jijik sekali mbe wong seng sok asik sok an mekso mangan iki iku njijikki cok mending nek kui barangmu kui barange wong mbo tawak e,disgust,1
ibarat saya datang baik dengan buku dan pulpen saya keluar hanya membawa buku itu saja lantas pulpen itu saya tinggalkan dengan dirinya untuk dijadikan alat tulis baru dirinya dengan yang akan datang untuk bertamu di hari nanti,love,5
selanjutnya hanya terdengar bunyi pertanda sambungan telepon berakhir ia hanya mampu menghela nafas jika harus jujur terbesit rasa khawatir juga gugup jika harus berhadapan dengan anak anak siswa menengah atas,fear,2
jangan takut negatif thinking tidak aka pernah kasih positif jadi tetap optimis saja kalau pun besok terjadi something yang kamu tidak harapin tetap ingat tuhan saja i cinta ya,love,5
username mungkin sampaikan kepada gubernur jakarta dulu supaya trotoar untuk pejalan kaki dirapikan dulu bukan dijadikan tempat untuk berdagang saya sering jalan kaki di sepanjang satrio tapi pedestrian sungguh kurang nyaman,sadness,6
username username hadeuh ribut saja soal islam nusantara indonesia kan menurut mereka dikenal ramah oleh dunia luar begitu lho istilah zmn now masa tidak ngerti cui wlupun kenyataannya suka berlku tak adil pada yang mnritas di neg ini sadar tidak,anger,0
terus tadi ada orang dari dinas ambil sampel air katanya keluar hasilnya minggu depan saya jadi agak takut kalau mengetahui fakta ada binatang apa yang hidup di air tersebut,fear,2
jangan membuat bumi ini menangis dengan keegoisan kita mengeksplorasi segala kekayaan alam yang dimiliki dengan serakah dan tidak bertanggung jawab selamat hari lingkungan hidup sedunia username url,sadness,6
kamu kalau jadi cewek jan ingin tahu kenapa ah dweilah apansi apan o cukup,anger,0
bangun bangun ngeliat post an jay kek begitu belum kerasa sakitnya nih nanti liat saja pas malam malam saya ngeratapin fotonya sekaligus mau nangis pasti,sadness,6
wkwkwkwkkw kesal saya,joy,4
happy birthday username all the best,happy,3
mau download ah film nya tapi kalau mau tambah wawasan lagi nonton film spotlight juga lebih ngeri,fear,2
heii hey kamu para kaum adam hari gini masih mau saja trnsfer dp sedihh kan kalau di block setelah tf maka ny yang real saja kalau mau ktmuan sma kaum hawa hihiihii,anger,0
ekhem tes tes satu dua halo sayang saya phirel couple kamu yang paling tampan kalau kamu couple nya phi ayo liat ini,love,5
ye betul kualiti air sangat penting anak senang kalau pindah itu tak lma mana masuk dalam bekas kuih je air tak perlu banyak samgat,joy,4
mana adgan wik wikny aww kurang puas,joy,4
kamu tidak tahu kan ada ketakuan tersendiri ketika saya liat recent update line takut tbtb ada oramg baru yang gantiin posisi saya di ava atau status kamu,fear,2
username dekat rumah saya itu kuenya tap akunya tidak ada liat kemarin karena kerja hahhahha ia sering ketemunya entah macem mana hahhahha lelah nyungsep d banyak fansnya itu wkkwkkw,happy,3
iya deh sudah tidur saja p bagen sehat,happy,3
beberapa orang tetap bisa menikmati hidup walaupun belum di pertemukan dengan pasangan karena ia memiliki sahabat dan banyak teman dari orang terdekatnya ia tak pernah merasa kekurangan kasih sayang,happy,3
username username username iyaa soalnya efek setelah speak up itu beragam dan lebih banyak yang jatuhin sih untuk yang saya lihat saat ini dan itu malah makin menggerus mental mungkin yang ngatain speak up itu lebay dan sebagainya mental mereka mental pe,sadness,6
ngeri ngeri sedap ngebaca yang ingin cerita horor so sangat recommended,fear,2
karena besok sekali kan sidangnya pasti gugup sekali soalnya sudah merasakan tapi percaya diri saja ya kamu sudah kerja keras slama bikin skripsi susahnya ketemu dosbing revisi sampai begadang duh stressnya bikin skripsi tapi besok hari penantian terakhir nih jalhaeso,fear,2
penyakit andalan dari jaman sma ampe sekarang pinggang encok antara salah tidur kurang minum air putih atau sudah tnggl hitung kalender saja,sadness,6
tapi so far tidak ada yang aneh sih ka malah banyak yang support justru lebih ngeri netizen di ig kayaknya jangan dikunci sayang ka,fear,2
saya kasihan sama mama hulk ijo ini bah membesarkan anak yang bahkan tidak punya nyali shg pakai akun anonim badan besar otak kosong url,sadness,6
benar tidak kangenya nanti bong lagi wakaka,happy,3
askmf guys temenku ada yang nyilet tangannya sendiri saya takut dia lagi depresi atau semacamnya saya sebagai temennya harus gimana ya tapi kita beda kota sekarang apa saya kasih tahu ortunya tapi tidak enak juga huhu,fear,2
pertama kali nya komen di ig yang orang lagi pada debat gils sok iye sangat sih guee ngeri di nyinyirin balik sama orang saja nih woy pegangan saya cuma saja sudah sama allah juga deng,fear,2
murka saya tidak pernah ditanya indah,anger,0
temanku memang banyak tapi yang saya anggap sahabat saudara cuma satu kamu hah tidak tahu juga sih saya ini masih sahabat mu atau bukan makanya pas kamu dm saya saya kaget marah senang sekaligus kesal,anger,0
terus kalau bikin status itu nyindir orang tidak juga salah kamu merasa kesindir biasanya saya bicara dulu ke orangnya barulah bikin status biar tambah ngerti orangnya saya mah tidak suka nyindir orang yang tidak perlu da misal kek gini url,anger,0
saya inii mantap nii saya inii saya inii tok dari kemarin juga belum nonton deadpool han solo gr tidak ada teman kasihan dasar miskin tidak punya teman url,sadness,6
jadi wanita jangan suka menghancurkan hubungan orang jangan bangga berhasil merusak kebahagian orang silahkan saja tapi tidak berkah bahagianya nanti,anger,0
mungkin move on juga ingin mengajarkan kita untuk lebih tulus memaafkan dan merelakan dia yang pergi atau mungkin move on juga ingin menyadarkan kita bahwa cinta yang sesunguhnya bukanlah cinta yang penuh ekspektasi melainkan cinta tanpa ekspektasi,love,5
hanya kata semangat yang engkau berikan dan saya cukup senang mendengar itu,joy,4
bukan tipe orang semacam apa yang ada di kepala langsung dikeluarin nd koar koar di social media nd bukan juga seperti tere liye atau pun mario teguh yang bisa mengeluarkan kata kata bijak nd menginspirasi ketika terpuruk atau pun bahagia but actually pen koar koar juga sih,anger,0
bukan saya yang tidak mau merit sat ini hubungan saya lagi tidak baik sama merit pun kalau hubungan ini sudah kembali pulih saya juga tidak mau kapan bisa merit,sadness,6
username lah koalisinya pasti keok siapapun pasangan ahy pasti keok mimpin batalion saja tidak pernah sekarang mau mimpin ri hai pada berpikirlah yang waras,anger,0
harus beburu cari provider baru mifi baru username sudah kek siput jaringannya setiap jam malam pasti gangguan suruh tunggu jam kedepan ehh aisia kuota peuting aingg gunana naonn,anger,0
warga pak jalan di daerah kami rusak parah tolong diperbaiki pemerintah sudah ada yang kecelakaan belum gara gara jalannya rusak warga belum ada pemerintah kalau begitu tunggu saja dulu sampai ada yang kecelakaan,anger,0
keira knightleeyy biasanya saya tidak suka cowok yang diam sok cool begitu tapi entah kenapa gerak geriknya mr darcy ini kok bikin geli geli begitu ya,love,5
cinta mampu melunakkan besi menghancurkan batu membangkitkan yang mati dan meniupkan kehidupan padanya serta membuat budak menjadi pemimpin inilah dasyatnya cinta,love,5
siapa cakap kv itu jijik meh saya bantai dia,disgust,1
sayang semua especially logistik banyak suka duka sesama,sadness,6
betapa nikmatnya sate kambing itu karena pembakaran bara api dn bumbu ke cap no satu makan secukupnya untuk keringat penghangat badan berlebihan bikin darah tinggi keringat dingin jantungan bisa modar kemudi an,happy,3
mungkin ini aneh dan tidak relevan tapi saya baru sadar hal yang paling bikin saya cinta bat sama jogja itu adalah vibe nya kek blitar jogja mengingatkan ku pada blitar begitu pula sebaliknya,love,5
pengajian yang ustadznya provokator dan mulut jamban wajib dibubarkan,anger,0
jijik sendiri saya liatnya,disgust,1
actually lagi senang anak jumpa kalau kamu masuk simpang sg sireh yang batu itu then kamu dari tg masuk kiri then kamu straight je,joy,4
bosan saya dengan penat dan enyah saja kamu pekat seperti berjelaga jika ku sendiri pecahkan saja gelasnya biar ramai,disgust,1
pelayaran aman selamat tertib dan nyaman pastinya repost username username username url,happy,3
bahagialah kamu di atas sengsara saya saya rela,anger,0
kata yang paling indah di bibir umat manusia adalah kata ibu dan panggilan yang paling indah adalah ibuku ini adalah kata yang penuh harapan dan cinta kata manis dan baik yang keluar dari kedalaman hati kahlil gibran,love,5
username huhu iyaa ini mikir keras sekali dan ku juga tidak dapat hasil yang sreg di bab tuh mana jum at tuh uprak studi islam dari pagi bisa bisa,fear,2
sepertinya sudah sop dari bank nya bang supaya tepat sasaran kan tidak semua orang langganan ke bank intinya dipermudah kok bukan dipersulit url,happy,3
username gimana ya jelasinnya ya orang yang pertama kalinya bisa bikin kita merasa degdegan ingin mengenal lebih terus ingin deket terus begitu biasanya pas kelas atau smp begitu kalau saya relatif sih wkwkw,love,5
askmf serius tanya kucing kalau bangun jamberapa ya saya ambil anak kucing di jalan terus saya umpetin di bawah kolong kursi karena takut ketauan bunda takutnya besok pagi bunda bangun dan malah buang anak kucingnya,fear,2
ada pernah yang bahas tentang tinder dan sewaktu itu tidak paham karena penasaran download lah eh pas sudah download dalam hati bilang ini aplikasi apaan menyesal langsung download tanpa baca deskripsi mungkin itu asik buat sebagian orang lain tapi tidak buat saya,sadness,6
tadi bicara sama medianya kementerian bawa kamera alpha pas tanya harga body only juta belum lensa saya sebagai sobat qismin ngangguk ngangguk saja,sadness,6
username saya coba hubungi yang di cakung dan minta di saya balik untuk tanya prosedur pembelian sudah hari sejak jumat tidak difollow up apakah demikian service maksindo,anger,0
saya kenal orang yang lulus lama kenal yang lulus cepat lulus b saja mereka punya waktu dan permasalahan sendiri jadi saya tidak perlu buru buru ketika semua yang ada di dalam diri dan di rumah masih messed up wol kusut saja masih bisa diusut kalem we atuh,happy,3
inga baik kecewa itu beda dengan marah marah gampang month ilang mar kecewa pikir jo noh sendiri so besar to,sadness,6
rlt saya sangat amat takut untuk jadi diri saya sendiri bukan berati sekarang saya jadi orang lain tapi lebih menahan diri saya pinginnya lakuin a tapi saya takut jadi saya lakuin b saya takut orang orang menjauh lagi hanya karena saya jadi diri saya sendiri saya harus gimana,fear,2
karena saya tidak dinotis dan saya kesal saya mau give away kekesalan sama pulsa k untuk orang tidak pakai syarat syarat sudah terserah klen mau ngapain selesai besok hari selasa tidak tahu jam berapa,anger,0
jadi takut buat nikah buat punya anak takut kalau saya nikah saya tidak bisa bahagiain pasangan takut kalau punya anak nanti saya banding bandingkan,fear,2
jadi hampir seminggu cari jam tanggan yang cocok di saya dan cocok di dia saya mau ini dia tidak mau dia mau itu guenya tidak mau terus akhirnya dia selalu menyerah dengan pilihan saya huhu macii terus dia pilih abu saya pilih hitam warna tidak couple tidak apa-apa terus dia bilang yaudah hitam,happy,3
username sender tidak bisa bantu dia lapor ke komisi perlindungan anak atau polisi begitu sumpah menurut saya sudah diluar batas dan saya khawatir sekali sama temenmu sudah dibawa ke rumah sakit,fear,2
hmm kalau yang suka sekali agak gugup tapi kalau yang biasa saja malah berani sekali,fear,2
